source,target,weight
Lyle Yates,Pansy Boyle,0.42026603
Lyle Yates,Helena Grice,0.49471322
Nicolas Romero,Helena Grice,0.28451538
Bradley Brooks,Melba Long,0.1609646
Bradley Brooks,Toni Spencer,0.051508065
Lauren Harper,Jill Greene,0.3443237
Lauren Harper,Thao Montero,0.18654469
Jill Greene,Thao Montero,0.15914449
Jill Greene,Audrea Belanger,0.31180063
Jaime Collier,Lindsay Reese,0.5612535
Jaime Collier,Miranda Green,0.39745945
Ramona Fowler,Annemarie Villa,0.46785754
Ramona Fowler,Helena Grice,0.41070315
Faith Carter,Idell Collado,0.02045467
Ellen Bishop,Taina Tubbs,0.32134697
Ella Hammond,Piedad Southerland,0.21071179
Gladys Blair,Helena Grice,0.3414194
Lindsay Reese,Chantelle Graf,0.235626
Miranda Green,Freda Hardy,0.17997283
Melba Long,Toni Spencer,0.1867404
Melba Long,Annemarie Villa,0.35358438
Melba Long,Chantelle Graf,0.32603222
Jasmine Burke,Pansy Boyle,0.047749713
Jasmine Burke,Piedad Southerland,0.13837202
Ramona Newman,Thao Montero,0.2213673
Ramona Newman,Taina Tubbs,0.38634613
Freda Hardy,Maire Woodall,0.28957257
Ebony Collins,Chantelle Graf,0.07338909
Pansy Boyle,Dorsey Hatcher,0.3445858
Pansy Boyle,Chantelle Graf,0.4839844
Piedad Southerland,Brittny Fanning,0.09159909
Annemarie Villa,Tesha Thiel,0.21335404
Dorsey Hatcher,Ambrose Sampson,0.2323736
Aleshia Barham,Nickie Laflamme,0.18966913
Ann Cook,Beverly Parker,0.54533356
Ann Cook,George Clark,0.6080126
Ann Cook,Robert Cooper,0.5369142
Ann Cook,Richard Stewart,0.29440892
Ann Cook,Janice Neal,0.39643523
Ann Cook,Minnie Munoz,0.40765077
Ann Cook,Molly Murray,0.20064063
Ann Cook,Latoya Erickson,0.18523254
Ann Cook,Allan Sullivan,0.29540637
Ann Cook,Rickey Jackson,0.13937037
Ann Cook,Warren Bridges,0.3400998
Ann Cook,Lori Watkins,0.33096462
Ann Cook,Janie Anderson,0.23463069
Ann Cook,Geraldine Colon,0.20421499
Ann Cook,Margarita Delgado,0.33472866
Ann Cook,Teresa Conner,0.22197568
Ann Cook,Shirl Frame,0.30744016
Ann Cook,Obdulia Salter,0.2555957
Beverly Parker,Kelly Green,0.40380847
Beverly Parker,Ronald Evans,0.4049432
Beverly Parker,Daisy Gross,0.5423934
Beverly Parker,Norman Harris,0.50807446
Beverly Parker,Brandon Morton,0.41320536
Beverly Parker,Kim Marsh,0.3768659
Beverly Parker,Homer Bradley,0.32745045
Beverly Parker,Eddie Buchanan,0.52467734
Beverly Parker,Brenda Jackson,0.503326
Beverly Parker,Mia Fish,0.3550808
Judy Morris,George Clark,0.72053725
Judy Morris,Lori Anderson,0.5931783
Judy Morris,Clarence Diaz,0.57435393
Judy Morris,Louise Williams,0.51272464
Judy Morris,Ashley Mitchell,0.54409707
Judy Morris,Beverly Taylor,0.4321195
Judy Morris,Carolyn Bennett,0.38845918
Judy Morris,David Richardson,0.43512768
Judy Morris,Norman Bryant,0.37617585
Judy Morris,Melanie Wells,0.28421667
Judy Morris,Brandon Morton,0.29876453
Judy Morris,Latoya Erickson,0.28709877
Judy Morris,Brandy Adams,0.6153697
Judy Morris,Nakia Arreola,0.2928102
Judy Morris,Basil Mejia,0.35778838
Judy Morris,Shonna Beauchamp,0.44827932
George Clark,Lisa Thomas,0.310035
George Clark,Joshua Scott,0.5591414
George Clark,Fred Hill,0.43466553
George Clark,Dan Delgado,0.37802726
George Clark,Yolanda Dean,0.46803558
George Clark,Latoya Erickson,0.48432866
George Clark,Angelo Obrien,0.42581034
George Clark,Maxine Cross,0.31368747
George Clark,Margarita Delgado,0.43839735
George Clark,Connie Gibson,0.41233522
George Clark,Basil Mejia,0.45968595
George Clark,Demetrius Forbes,0.4872563
David Scott,Alice Jones,0.6261956
David Scott,Robert Cooper,0.70759505
David Scott,Joshua Scott,0.31482336
David Scott,Douglas Reyes,0.27168372
David Scott,Rickey Jackson,0.29704288
David Scott,Rick Harris,0.3456512
David Scott,Lori Watkins,0.48221985
David Scott,Dawn Powell,0.48207325
David Scott,Margarita Delgado,0.4954233
David Scott,Connie Gibson,0.45337993
David Scott,Kristine Schultz,0.5216684
David Scott,Karri Wilhelm,0.43094614
David Scott,Lamont Eller,0.49499288
David Scott,Consuelo Cordova,0.4499178
Lori Anderson,Louise Williams,0.2129776
Lori Anderson,Joan Rivera,0.3515248
Lori Anderson,Darrell Schwartz,0.27733216
Lori Anderson,Roland Stevenson,0.2748294
Lori Anderson,Abel Cole,0.48353732
Lori Anderson,Brandon Morton,0.3625904
Lori Anderson,Frances Carpenter,0.40700942
Lori Anderson,Thelma Bowman,0.21065365
Lori Anderson,Latarsha Daugherty,0.24465452
Louise Butler,Carl Ramirez,0.5306966
Louise Butler,Ashley Mitchell,0.5050818
Louise Butler,Kenneth Ross,0.67567
Louise Butler,Nicole Evans,0.49357918
Louise Butler,Ralph Norris,0.18774366
Louise Butler,Thelma Bowman,0.3825528
Louise Butler,Kim Marsh,0.45767584
Louise Butler,Eddie Buchanan,0.2575928
Louise Butler,Kimberly Lowe,0.25596187
Louise Butler,Maxine Cross,0.4901177
Louise Butler,Alma Hernandez,0.3462509
Louise Butler,Erika Taylor,0.22442807
Louise Butler,Trisha Littlefield,0.43680778
Louise Butler,Mandie Cecil,0.42170832
Maria Jenkins,Andrea Turner,0.56448585
Maria Jenkins,Heather Bell,0.5415908
Maria Jenkins,Jeffrey Wood,0.36391273
Maria Jenkins,Cynthia Miller,0.22752468
Maria Jenkins,John Diaz,0.19776992
Maria Jenkins,Samuel Sanchez,0.25045758
Maria Jenkins,Norman Bryant,0.23006214
Maria Jenkins,Traci Day,0.395655
Maria Jenkins,Edgar Hodges,0.17199379
Maria Jenkins,Robert Casey,0.16078556
Maria Jenkins,Edith Fields,0.35064837
Maria Jenkins,Marsha Campbell,0.2601449
Maria Jenkins,Shona Fortner,0.25369722
Maria Jenkins,Tyree Osullivan,0.25994888
Maria Jenkins,Shonna Beauchamp,0.32140782
Alan Miller,Jimmy Reed,0.5388247
Alan Miller,Andrew Washington,0.48377168
Alan Miller,Ronald Evans,0.31022584
Alan Miller,Kathryn Brooks,0.523586
Alan Miller,Ralph Norris,0.20961629
Alan Miller,Krystal Manning,0.31629515
Alan Miller,Herman Sanders,0.3433591
Alan Miller,Lindsey Beck,0.31429666
Alan Miller,Brandi Lowe,0.23136829
Alan Miller,Geraldine Colon,0.27761334
Alan Miller,Silvia Carroll,0.36518544
Alan Miller,Trisha Littlefield,0.45525202
Alan Miller,Obdulia Salter,0.33355835
Jimmy Reed,Lois Smith,0.3916728
Jimmy Reed,Andrew Washington,0.15827489
Jimmy Reed,Julia Allen,0.4571029
Jimmy Reed,David Richardson,0.25728932
Jimmy Reed,Melanie Wells,0.3875824
Jimmy Reed,Roland Stevenson,0.2888915
Jimmy Reed,Yolanda Dean,0.40926188
Jimmy Reed,Traci Day,0.29754364
Jimmy Reed,Sheldon Curry,0.34600055
Jimmy Reed,Lori Watkins,0.40278995
Jimmy Reed,Marsha Campbell,0.4029628
Jimmy Reed,Trisha Littlefield,0.312833
Jimmy Reed,Shemeka Folse,0.5382557
Andrea Turner,Henry Perry,0.65233445
Andrea Turner,Carl Ramirez,0.31194714
Andrea Turner,Virginia Wood,0.5166871
Andrea Turner,Norman Harris,0.48434427
Andrea Turner,Ida Reed,0.4802209
Andrea Turner,Ana Cook,0.331937
Andrea Turner,Muriel Hicks,0.39729068
Andrea Turner,Margarita Delgado,0.3501828
Andrea Turner,Jaime Howell,0.47946024
Andrea Turner,Kerstin Hahn,0.31397265
Andrea Turner,Frank Michael,0.45619008
Alice Jones,Joe Nelson,0.29183337
Alice Jones,Cynthia Miller,0.4529753
Alice Jones,Sonja Reed,0.3995036
Alice Jones,Molly Murray,0.34102863
Alice Jones,Valerie Lopez,0.5315733
Alice Jones,Roland Stevenson,0.45391476
Alice Jones,Shelia Manning,0.37693447
Alice Jones,Homer Bradley,0.29898158
Alice Jones,Sue Rodriquez,0.49061564
Alice Jones,Ida Reed,0.3781296
Alice Jones,Bethany Underwood,0.69216233
Alice Jones,Karri Wilhelm,0.43019417
Alice Jones,Lamont Eller,0.4112444
Alice Jones,Kourtney Valentin,0.3336715
Robert Cooper,Angela Garcia,0.35751897
Robert Cooper,Jack Bell,0.42173353
Robert Cooper,David Richardson,0.30871385
Robert Cooper,Brandi Lowe,0.54412717
Robert Cooper,Rick Harris,0.53240776
Robert Cooper,Brenda Jackson,0.4957225
Robert Cooper,Callie Mcreynolds,0.50187963
Robert Cooper,Ali Bergeron,0.4651157
Mary Williams,Lisa Thomas,0.4135338
Mary Williams,Ashley Mitchell,0.50854594
Mary Williams,Ralph Norris,0.2023969
Mary Williams,Norman Bryant,0.34271905
Mary Williams,Russell Nash,0.24357276
Mary Williams,Shelia Manning,0.2605688
Mary Williams,Lynn Hines,0.541039
Mary Williams,Rickey Jackson,0.20494826
Mary Williams,Angelo Obrien,0.29671896
Mary Williams,Ronald Sharp,0.18530355
Mary Williams,Margarita Delgado,0.3958344
Mary Williams,Doreen Carroll,0.374244
Mary Williams,Kristine Schultz,0.4197096
Mary Williams,Grace Luna,0.4898374
Mary Williams,Tiffany Strickland,0.34138146
Lisa Thomas,Richard Stewart,0.1654785
Lisa Thomas,Jeffrey Butler,0.1295173
Lisa Thomas,Angelica Howard,0.3251197
Lisa Thomas,Kristine Ross,0.081802115
Lisa Thomas,Nicole Hill,0.22571976
Lisa Thomas,Raymond Swanson,0.31222203
Lisa Thomas,Tonya Carroll,0.21974464
Lisa Thomas,Brandy Adams,0.2062966
Lisa Thomas,Jose Peterson,0.34528834
Lisa Thomas,Natalie Rodgers,0.34804896
Lisa Thomas,Ali Bergeron,0.21822645
Lisa Thomas,Michel Snipes,0.10454766
Lisa Thomas,Remedios Delagarza,0.17790395
Joe Nelson,Jeffrey Wood,0.523711
Joe Nelson,John Diaz,0.4575164
Joe Nelson,Jeffrey Butler,0.49976918
Joe Nelson,Doris Henderson,0.41708118
Joe Nelson,Nicole Evans,0.68527544
Joe Nelson,Warren Bridges,0.46026355
Joe Nelson,Rick Harris,0.7383827
Joe Nelson,Kim Marsh,0.60494614
Joe Nelson,Janie Anderson,0.5455665
Joe Nelson,Leah Pierce,0.645455
Joe Nelson,Maxine Cross,0.5118869
Joe Nelson,Myrtle Parsons,0.48309955
Joe Nelson,Callie Mcreynolds,0.7205552
Joe Nelson,Carmel Knutson,0.47354826
Joe Nelson,Hal Richie,0.6512703
Lois Smith,Henry Perry,0.35057297
Lois Smith,John Diaz,0.17185055
Lois Smith,Mitchell Patton,0.16103992
Lois Smith,Janice Neal,0.12174817
Lois Smith,Rita Sherman,0.32039165
Lois Smith,Shannon Wood,0.172258
Lois Smith,Gretchen Sullivan,0.29657605
Lois Smith,Jaime Howell,0.35576954
Lois Smith,Lady Mccaskill,0.214699
Christine Howard,Larry Bennett,0.66243064
Christine Howard,Albert Smith,0.3207709
Christine Howard,Kelly Green,0.22846043
Christine Howard,Rose Carter,0.46531293
Christine Howard,Ralph Cook,0.5223874
Christine Howard,Jane Campbell,0.63347125
Christine Howard,Ashley Bishop,0.3059819
Christine Howard,Diane Saunders,0.5593772
Christine Howard,Allan Sullivan,0.32461205
Christine Howard,Colin Watson,0.17806314
Christine Howard,Erika Taylor,0.24917223
Christine Howard,June Hawkins,0.41683847
Christine Howard,Melanie Elliott,0.21531089
Christine Howard,Doreen Carroll,0.34746397
Christine Howard,Myrtle Parsons,0.32152888
Christine Howard,Jennie Rios,0.5044094
Christine Howard,Hal Richie,0.42290917
Christine Howard,Shonna Beauchamp,0.4069548
Christine Howard,Michel Snipes,0.32711685
Jason Gray,Andrew Washington,0.3733569
Jason Gray,Rebecca Jenkins,0.37583324
Jason Gray,Ernest Brooks,0.40434012
Jason Gray,Joan Rivera,0.43326858
Jason Gray,Kelly Smith,0.37892228
Jason Gray,Ralph Cook,0.4662358
Jason Gray,Donna Elliott,0.50201267
Jason Gray,Lynn Hines,0.37106293
Jason Gray,Kristy Drake,0.24235132
Jason Gray,Norma Kelley,0.39002216
Jason Gray,Meg Cable,0.2829383
Aaron James,Carolyn Ross,0.5279437
Aaron James,Doris Henderson,0.5610252
Aaron James,Julie Simmons,0.29901853
Aaron James,Rita Sherman,0.2917327
Aaron James,Roland Stevenson,0.45133537
Aaron James,Latoya Erickson,0.3087558
Aaron James,Traci Day,0.6376483
Aaron James,Allan Sullivan,0.41495353
Aaron James,Homer Bradley,0.3758311
Aaron James,Helen Figueroa,0.3952736
Aaron James,Nubia Dumas,0.25416744
Aaron James,Consuelo Cordova,0.41328546
Brian Gonzalez,Andrew Washington,0.4936085
Brian Gonzalez,Amanda Sanders,0.6627327
Brian Gonzalez,John Diaz,0.47006258
Brian Gonzalez,Albert Smith,0.32275483
Brian Gonzalez,Rose Carter,0.47360688
Brian Gonzalez,Ronald Evans,0.32357392
Brian Gonzalez,Jack Bell,0.33536786
Brian Gonzalez,Christie Morris,0.35979006
Brian Gonzalez,Abel Cole,0.53597385
Brian Gonzalez,Ronald Sharp,0.19351146
Brian Gonzalez,Robert Casey,0.2716565
Brian Gonzalez,Everett James,0.24863677
Brian Gonzalez,Dorothy Guerrero,0.5300288
Brian Gonzalez,Chase Kitchens,0.35340038
Brian Gonzalez,Ali Bergeron,0.2589956
Brian Gonzalez,Tinisha Russ,0.5021347
Brian Gonzalez,Lane Fusco,0.3032487
Margaret Evans,Martin Edwards,0.28191423
Margaret Evans,Carolyn Bennett,0.27974322
Margaret Evans,Doris Henderson,0.32352495
Margaret Evans,Nicole Evans,0.26384974
Margaret Evans,Donna Elliott,0.42768607
Margaret Evans,Norman Bryant,0.19176987
Margaret Evans,Frances Carpenter,0.2373028
Margaret Evans,Sheila Bradley,0.23452017
Margaret Evans,Ping Curtin,0.26166382
Margaret Evans,Tinisha Russ,0.25703594
Margaret Evans,Narcisa Clarkson,0.21677548
Margaret Evans,Shirl Frame,0.2119027
Margaret Evans,Marlin Hardesty,0.29419637
Henry Perry,Jeffrey Butler,0.448556
Henry Perry,Angelica Howard,0.27035946
Henry Perry,Allison Hall,0.38690233
Henry Perry,Misty Hill,0.14517596
Henry Perry,Leah Pierce,0.33939034
Henry Perry,Claudia Shaw,0.35264704
Henry Perry,Latarsha Daugherty,0.4210702
Henry Perry,Callie Mcreynolds,0.22654596
Henry Perry,Narcisa Clarkson,0.33812752
Henry Perry,Michel Snipes,0.42845157
Heather Bell,Louise Williams,0.2770569
Heather Bell,Ashley Mitchell,0.18676645
Heather Bell,Jack Bell,0.39802563
Heather Bell,Angelica Howard,0.35481316
Heather Bell,Essie Bowers,0.32800642
Heather Bell,Abel Cole,0.3784653
Heather Bell,Misty Hill,0.5781454
Heather Bell,Maxine Cross,0.20446566
Heather Bell,Ali Bergeron,0.49320123
Heather Bell,Obdulia Salter,0.42310044
Heather Bell,Kourtney Valentin,0.38688746
Andrew Washington,Richard Stewart,0.11085428
Andrew Washington,Anna Martin,0.17255534
Andrew Washington,Rose Carter,0.096548304
Andrew Washington,Kristine Ross,0.1426284
Andrew Washington,Kenneth Adkins,0.1377187
Andrew Washington,Molly Murray,0.22605212
Andrew Washington,Darrell Schwartz,0.14335428
Andrew Washington,Helen Padilla,0.35214648
Andrew Washington,Essie Bowers,0.26535124
Andrew Washington,Bridget Moran,0.26997638
Andrew Washington,Callie Mcreynolds,0.30157903
Andrew Washington,Basil Mejia,0.24914487
Andrew Washington,Ellie Lebron,0.26050243
Andrew Washington,Mia Fish,0.17339252
Clarence Diaz,Laura Russell,0.49645528
Clarence Diaz,Donna Powell,0.59375834
Clarence Diaz,Lillian Rogers,0.17325138
Clarence Diaz,Dan Delgado,0.30487922
Clarence Diaz,Johnathan Simpson,0.47952673
Clarence Diaz,Herman Sanders,0.5214893
Clarence Diaz,Brandi Lowe,0.47357208
Clarence Diaz,Allison Jennings,0.46008873
Clarence Diaz,Sara Shaw,0.44488966
Clarence Diaz,Brenda Jackson,0.42376062
Clarence Diaz,Norma Kelley,0.28238067
Clarence Diaz,Karri Wilhelm,0.27659553
Clarence Diaz,Lamont Eller,0.2509191
Kevin Morgan,Cynthia Miller,0.41199976
Kevin Morgan,Joshua Jackson,0.51644367
Kevin Morgan,Carolyn Bennett,0.3995642
Kevin Morgan,Ronald Murphy,0.2742109
Kevin Morgan,Molly Murray,0.3201934
Kevin Morgan,Leah Mcbride,0.27601534
Kevin Morgan,Vivian Harris,0.47914648
Kevin Morgan,Reta Hawley,0.36739242
Jeffrey Wood,Joshua Scott,0.39716485
Jeffrey Wood,Anna Howard,0.377331
Jeffrey Wood,Nicole Evans,0.18475808
Jeffrey Wood,Julie Simmons,0.33656523
Jeffrey Wood,Daisy Gross,0.4741646
Jeffrey Wood,Norman Bryant,0.24424882
Jeffrey Wood,Johnathan Simpson,0.3663854
Jeffrey Wood,Abel Cole,0.26963234
Jeffrey Wood,Gilbert Roberts,0.39153466
Jeffrey Wood,Frances Carpenter,0.24941821
Jeffrey Wood,Brandi Lowe,0.43816298
Jeffrey Wood,Rickey Jackson,0.36816308
Jeffrey Wood,Obdulia Salter,0.36038977
Jeffrey Wood,Marlin Hardesty,0.30096152
Carl Ramirez,Anna Martin,0.23312473
Carl Ramirez,Cynthia Miller,0.19226606
Carl Ramirez,Joe Simmons,0.7012852
Carl Ramirez,Ashley Mitchell,0.1679578
Carl Ramirez,Judy Green,0.6070764
Carl Ramirez,Rita Sherman,0.41202
Carl Ramirez,Ignacio Medina,0.39954063
Carl Ramirez,Lindsey Beck,0.34188634
Carl Ramirez,Leah Mcbride,0.35827413
Carl Ramirez,Everett James,0.43621194
Carl Ramirez,Eddie Buchanan,0.35317865
Carl Ramirez,Dawn Powell,0.28488058
Carl Ramirez,Myrtle Parsons,0.3235648
Carl Ramirez,Shemeka Folse,0.29599002
Carl Ramirez,Basil Mejia,0.3725771
Kimberly Bailey,Rose Carter,0.40359715
Kimberly Bailey,David Richardson,0.3532923
Kimberly Bailey,Daisy Gross,0.11849456
Kimberly Bailey,Kenneth Adkins,0.38640475
Kimberly Bailey,Raymond Swanson,0.2195839
Kimberly Bailey,Thelma Bowman,0.3470062
Kimberly Bailey,Traci Day,0.5256132
Kimberly Bailey,Gretchen Sullivan,0.29135448
Kimberly Bailey,Natasha Patton,0.5917999
Kimberly Bailey,Helen Figueroa,0.30420983
Kimberly Bailey,Joyce Malone,0.41313186
Kimberly Bailey,Jamila Abreu,0.2548679
Kimberly Bailey,Hal Richie,0.325181
Kimberly Bailey,Shonna Beauchamp,0.36819774
Amanda Sanders,Rose Carter,0.2832186
Amanda Sanders,Kevin Long,0.41564587
Amanda Sanders,Rita Sherman,0.5370549
Amanda Sanders,Natasha Patton,0.2276304
Amanda Sanders,Erika Taylor,0.46558303
Amanda Sanders,Margarita Delgado,0.35594797
Amanda Sanders,Marsha Campbell,0.47489247
Amanda Sanders,Grace Luna,0.36318764
Amanda Sanders,Deandre Ferris,0.44927567
Amanda Sanders,Ping Curtin,0.29477942
Amanda Sanders,Frank Michael,0.44608623
Angela Garcia,Teresa Patterson,0.29030466
Angela Garcia,Laura Russell,0.17864838
Angela Garcia,Samuel Sanchez,0.26028877
Angela Garcia,Martin Edwards,0.24155067
Angela Garcia,Louise Barnes,0.3668405
Angela Garcia,Kelly Smith,0.17972973
Angela Garcia,Martin Johnson,0.31973124
Angela Garcia,David Richardson,0.1957205
Angela Garcia,Douglas Reyes,0.4322477
Angela Garcia,Kenneth Adkins,0.1590293
Angela Garcia,Gilbert Roberts,0.36110303
Angela Garcia,Tonya Carroll,0.23925897
Angela Garcia,Yolanda Dean,0.16519873
Angela Garcia,Jose Peterson,0.13859549
Angela Garcia,Angel Chandler,0.18366893
Angela Garcia,Bridget Moran,0.39246264
Angela Garcia,Muriel Houston,0.11123262
Angela Garcia,Chase Kitchens,0.25989056
Louise Williams,Louise Barnes,0.16682218
Louise Williams,Rogelio Gibbs,0.21229051
Louise Williams,Kim Marsh,0.276118
Louise Williams,Kristin Sanders,0.31127372
Louise Williams,Tiffany Strickland,0.16228124
Louise Williams,Hsiu Alcorn,0.11035375
Teresa Patterson,Donna Powell,0.23615217
Teresa Patterson,Jack Bell,0.44258773
Teresa Patterson,Angelica Howard,0.30935687
Teresa Patterson,Molly Murray,0.6003168
Teresa Patterson,Essie Bowers,0.3712116
Teresa Patterson,Herman Sanders,0.3964628
Teresa Patterson,Tonya Carroll,0.41553557
Teresa Patterson,Thelma Bowman,0.4871002
Teresa Patterson,Kim Marsh,0.33237547
Teresa Patterson,Marsha Campbell,0.44279543
Teresa Patterson,Nubia Dumas,0.6751987
Craig Gonzalez,Anna Martin,0.4510036
Craig Gonzalez,Ernest Brooks,0.38774943
